source,target,relationship,followers,platform,predicted_sentiment,content,date,layanan
telkomsel,@bluemlette,mention,0,twitter,,,,IndiHome
ayammerah2255,@indihome,mention,0,twitter,,,,IndiHome
dhldanieldhl,@deardht,mention,0,twitter,,,,IndiHome
dhldanieldhl,@in,mention,0,twitter,,,,IndiHome
kyudble,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@lalaxela,mention,0,twitter,,,,IndiHome
indihome,@babyfoxk,mention,0,twitter,,,,IndiHome
indihome,@temanjuhoon,mention,0,twitter,,,,IndiHome
indihome,@syarifahmad75,mention,0,twitter,,,,IndiHome
indihome,@spadepiston,mention,0,twitter,,,,IndiHome
spressoid,@kerissakti,mention,0,twitter,,,,IndiHome
indihome,@m00dyland,mention,0,twitter,,,,IndiHome
flffypvnda,@indihome,mention,0,twitter,,,,IndiHome
indihome,@selaluhappydong,mention,0,twitter,,,,IndiHome
zenotory,@itaadori,mention,0,twitter,,,,IndiHome
zenotory,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@malikzhere,mention,0,twitter,,,,IndiHome
thisnanau,@indihome,mention,0,twitter,,,,IndiHome
indihome,@arditya_bagus,mention,0,twitter,,,,IndiHome
indihome,@syaieoo,mention,0,twitter,,,,IndiHome
sikkiestmavie,@indihome,mention,0,twitter,,,,IndiHome
indihome,@minjestoesacc,mention,0,twitter,,,,IndiHome
indihome,@2o950,mention,0,twitter,,,,IndiHome
kikiriski97,@indihome,mention,0,twitter,,,,IndiHome
indihome,@nda_iindra,mention,0,twitter,,,,IndiHome
indihome,@aniblogsan52394,mention,0,twitter,,,,IndiHome
indihome,@galeminent,mention,0,twitter,,,,IndiHome
failuremo0n,@indihome,mention,0,twitter,,,,IndiHome
mylinespace,@kerissakti,mention,0,twitter,,,,IndiHome
nda_iindra,@aniblogsan52394,mention,0,twitter,,,,IndiHome
nda_iindra,@indihome,mention,0,twitter,,,,IndiHome
fictionalife_,@indihome,mention,0,twitter,,,,IndiHome
1n00nnn,@indihome,mention,0,twitter,,,,IndiHome
imkyu88,@calonbospecel,mention,0,twitter,,,,IndiHome
imkyu88,@gangstabloods,mention,0,twitter,,,,IndiHome
imkyu88,@firstmediacares,mention,0,twitter,,,,IndiHome
indihome,@teodolete,mention,0,twitter,,,,IndiHome
therealnoobs,@indihome,mention,0,twitter,,,,IndiHome
septawn,@indihome,mention,0,twitter,,,,IndiHome
kireifeline,@iniminneo,mention,0,twitter,,,,IndiHome
kireifeline,@tianthehunter92,mention,0,twitter,,,,IndiHome
kireifeline,@tikanurvidianti,mention,0,twitter,,,,IndiHome
kireifeline,@tiwys_zhamrin99,mention,0,twitter,,,,IndiHome
_banyu_biru21,@iniminneo,mention,0,twitter,,,,IndiHome
_banyu_biru21,@chellzmoet93,mention,0,twitter,,,,IndiHome
_banyu_biru21,@evaemo21,mention,0,twitter,,,,IndiHome
_banyu_biru21,@anisanishaputri,mention,0,twitter,,,,IndiHome
_banyu_biru21,@mangku_bumi21,mention,0,twitter,,,,IndiHome
_banyu_biru21,@_banyu_biru21,mention,0,twitter,,,,IndiHome
saousnot,@indihome,mention,0,twitter,,,,IndiHome
rommyxu,@kerissakti,mention,0,twitter,,,,IndiHome
markyasoul,@indihomecare,mention,0,twitter,,,,IndiHome
wallflowers91,@indihome,mention,0,twitter,,,,IndiHome
swetiegyu,@indihome,mention,0,twitter,,,,IndiHome
swetiegyu,@indihomecare,mention,0,twitter,,,,IndiHome
ajipratama94867,@indihome,mention,0,twitter,,,,IndiHome
m00dwords,@terusscobacoba,mention,0,twitter,,,,IndiHome
terusscobacoba,@indihome,mention,0,twitter,,,,IndiHome
indihome,@xihuanrui,mention,0,twitter,,,,IndiHome
babyfoxk,@indihomecare,mention,0,twitter,,,,IndiHome
_kebunmemori,@indihome,mention,0,twitter,,,,IndiHome
limeanb,@indihome,mention,0,twitter,,,,IndiHome
bubblewilloww,@indihome,mention,0,twitter,,,,IndiHome
xvii_______,@indihome,mention,0,twitter,,,,IndiHome
rhet_4u,@indihome,mention,0,twitter,,,,IndiHome
indihome,@bubblewilloww,mention,0,twitter,,,,IndiHome
roni_rbg,@dapoerumami,mention,0,twitter,,,,IndiHome
spadepiston,@700donghae,mention,0,twitter,,,,IndiHome
spadepiston,@indihomecare,mention,0,twitter,,,,IndiHome
aldeante,@indihome,mention,0,twitter,,,,IndiHome
indihome,@alcyaarv,mention,0,twitter,,,,IndiHome
butthercups,@menwikah,mention,0,twitter,,,,IndiHome
jajajajanams,@indihome,mention,0,twitter,,,,IndiHome
indihome,@4theen,mention,0,twitter,,,,IndiHome
kdwidiarta,@indihome,mention,0,twitter,,,,IndiHome
indihome,@dreamspjw,mention,0,twitter,,,,IndiHome
calonbospecel,@gangstabloods,mention,0,twitter,,,,IndiHome
calonbospecel,@firstmediacares,mention,0,twitter,,,,IndiHome
indihome,@adrientjung,mention,0,twitter,,,,IndiHome
m00dyland,@indihomecare,mention,0,twitter,,,,IndiHome
donzzkyy,@indihome,mention,0,twitter,,,,IndiHome
flffypvnda,@cemilcemul16817,mention,0,twitter,,,,IndiHome
flffypvnda,@telkomindonesia,mention,0,twitter,,,,IndiHome
flffypvnda,@indihomecare,mention,0,twitter,,,,IndiHome
star_mank12,@suprax125_,mention,0,twitter,,,,IndiHome
star_mank12,@kemenperinri,mention,0,twitter,,,,IndiHome
indihome,@ns_alfibs,mention,0,twitter,,,,IndiHome
indihome,@daimarutapeee,mention,0,twitter,,,,IndiHome
medicinemadin,@indihomecare,mention,0,twitter,,,,IndiHome
selaluhappydong,@indihome,mention,0,twitter,,,,IndiHome
selaluhappydong,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@stregifelvai,mention,0,twitter,,,,IndiHome
meduhuft,@indihome,mention,0,twitter,,,,IndiHome
_nwoooy_,@indihome,mention,0,twitter,,,,IndiHome
ns_alfibs,@daimarutapeee,mention,0,twitter,,,,IndiHome
ns_alfibs,@indihome,mention,0,twitter,,,,IndiHome
cemilcemul16817,@flffypvnda,mention,0,twitter,,,,IndiHome
cemilcemul16817,@telkomindonesia,mention,0,twitter,,,,IndiHome
indihome,@privateme54,mention,0,twitter,,,,IndiHome
malikzhere,@adoringkv,mention,0,twitter,,,,IndiHome
malikzhere,@indihomecare,mention,0,twitter,,,,IndiHome
voir_etoiles,@indihome,mention,0,twitter,,,,IndiHome
indihome,@americanosww,mention,0,twitter,,,,IndiHome
arditya_bagus,@indihomecare,mention,0,twitter,,,,IndiHome
amandaslsh,@indihome,mention,0,twitter,,,,IndiHome
aakunanomali,@jenostalker,mention,0,twitter,,,,IndiHome
indihome,@alfinmartian,mention,0,twitter,,,,IndiHome
asbunizme,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@amandaslsh,mention,0,twitter,,,,IndiHome
indihome,@_fullhaechan,mention,0,twitter,,,,IndiHome
codxse,@telkomsel,mention,0,twitter,,,,IndiHome
indihome,@sunberiyy,mention,0,twitter,,,,IndiHome
xihuanrui,@indihome,mention,0,twitter,,,,IndiHome
indihome,@prasrzky,mention,0,twitter,,,,IndiHome
indihome,@mitaoktf,mention,0,twitter,,,,IndiHome
xihuanrui,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@ainavetzie,mention,0,twitter,,,,IndiHome
indihome,@adoringkv,mention,0,twitter,,,,IndiHome
kolektordosa,@indihome,mention,0,twitter,,,,IndiHome
ronamanofson,@indihome,mention,0,twitter,,,,IndiHome
indihome,@nanamaze,mention,0,twitter,,,,IndiHome
4theen,@indihomecare,mention,0,twitter,,,,IndiHome
lolikonlor,@indihome,mention,0,twitter,,,,IndiHome
bhaktidhasta01,@indihome,mention,0,twitter,,,,IndiHome
akuseeapa,@indihomecare,mention,0,twitter,,,,IndiHome
just_fenn_,@indihomecare,mention,0,twitter,,,,IndiHome
dfuckinglunatic,@indihome,mention,0,twitter,,,,IndiHome
triono_eko,@telkomsel,mention,0,twitter,,,,IndiHome
triono_eko,@indihomecare,mention,0,twitter,,,,IndiHome
triono_eko,@telkomindonesia,mention,0,twitter,,,,IndiHome
triono_eko,@bumn_idn,mention,0,twitter,,,,IndiHome
triono_eko,@kemkomdigi,mention,0,twitter,,,,IndiHome
halfbloodgirly,@indihome,mention,0,twitter,,,,IndiHome
kurniadi_wijaya,@indihome,mention,0,twitter,,,,IndiHome
monoxrom_,@soundhoureg,mention,0,twitter,,,,IndiHome
saphalatastore,@indihome,mention,0,twitter,,,,IndiHome
niwawaw,@indihome,mention,0,twitter,,,,IndiHome
king_juanda,@indihome,mention,0,twitter,,,,IndiHome
anothertaca,@indihome,mention,0,twitter,,,,IndiHome
gtrwass90850,@indihome,mention,0,twitter,,,,IndiHome
julyyeaa,@indihome,mention,0,twitter,,,,IndiHome
alfinmartian,@indihomecare,mention,0,twitter,,,,IndiHome
_fullhaechan,@indihomecare,mention,0,twitter,,,,IndiHome
saviorsth,@indihome,mention,0,twitter,,,,IndiHome
indihome,@aradeaarjanggi,mention,0,twitter,,,,IndiHome
asamlikum,@indihomecare,mention,0,twitter,,,,IndiHome
asamlikum,@indihome,mention,0,twitter,,,,IndiHome
gue831,@ensoleilley,mention,0,twitter,,,,IndiHome
gue831,@indihome,mention,0,twitter,,,,IndiHome
sunberiyy,@indihomecare,mention,0,twitter,,,,IndiHome
rulkerenselalu,@indihome,mention,0,twitter,,,,IndiHome
aradeaarjanggi,@indihome,mention,0,twitter,,,,IndiHome
aradeaarjanggi,@indihomecare,mention,0,twitter,,,,IndiHome
ensoleilley,@gue831,mention,0,twitter,,,,IndiHome
telkomsel,@0xkhairulkh,mention,0,twitter,,,,IndiHome
go_rik84,@nanamaze,mention,0,twitter,,,,IndiHome
jeffero_blackk,@monoxrom_,mention,0,twitter,,,,IndiHome
accnau,@indihome,mention,0,twitter,,,,IndiHome
soundhoureg,@monoxrom_,mention,0,twitter,,,,IndiHome
soundhoureg,@indihome,mention,0,twitter,,,,IndiHome
0xkhairulkh,@indihome,mention,0,twitter,,,,IndiHome
0xkhairulkh,@telkomsel,mention,0,twitter,,,,IndiHome
rmndto,@xtraourdinary,mention,0,twitter,,,,IndiHome
odevarii,@indihome,mention,0,twitter,,,,IndiHome
nityaaanii,@indihomecare,mention,0,twitter,,,,IndiHome
nityaaanii,@indihome,mention,0,twitter,,,,IndiHome
prasrzky,@indihomecare,mention,0,twitter,,,,IndiHome
shafiraoo,@brigittasiw,mention,0,twitter,,,,IndiHome
yunsitroh2014,@oposisingopi,mention,0,twitter,,,,IndiHome
yunsitroh2014,@indihome,mention,0,twitter,,,,IndiHome
yunsitroh2014,@yunsitroh2014,mention,0,twitter,,,,IndiHome
endangsahid19,@indihomecare,mention,0,twitter,,,,IndiHome
americanosww,@bukanmuntod,mention,0,twitter,,,,IndiHome
ainavetzie,@indihome,mention,0,twitter,,,,IndiHome
edistorsi,@indihome,mention,0,twitter,,,,IndiHome
edistorsi,@lesbiaanism,mention,0,twitter,,,,IndiHome
lytlaahh,@indihome,mention,0,twitter,,,,IndiHome
mitaoktf,@indihomecare,mention,0,twitter,,,,IndiHome
tonny_sabastian,@telkomsel,mention,0,twitter,,,,IndiHome
tonny_sabastian,@indihome,mention,0,twitter,,,,IndiHome
orangcadel,@indihome,mention,0,twitter,,,,IndiHome
c_loudinary,@indihome,mention,0,twitter,,,,IndiHome
abenk1030asy,@telkomsel,mention,0,twitter,,,,IndiHome
indihome,@goonerals,mention,0,twitter,,,,IndiHome
soundhoureg,@indihomecare,mention,0,twitter,,,,IndiHome
ufooo_,@indihome,mention,0,twitter,,,,IndiHome
kentendang,@indihome,mention,0,twitter,,,,IndiHome
goonerals,@ufooo_,mention,0,twitter,,,,IndiHome
goonerals,@indihomecare,mention,0,twitter,,,,IndiHome
snojaez,@indihome,mention,0,twitter,,,,IndiHome
snojaez,@indihomecare,mention,0,twitter,,,,IndiHome
anggapriana17,@iniminneo,mention,0,twitter,,,,IndiHome
anggapriana17,@nengdwicahya,mention,0,twitter,,,,IndiHome
anggapriana17,@panggil_iam1005,mention,0,twitter,,,,IndiHome
anggapriana17,@hananurhan,mention,0,twitter,,,,IndiHome
telkomsel,@tonny_sabastian,mention,0,twitter,,,,IndiHome
panggilakuzigi,@indihome,mention,0,twitter,,,,IndiHome
panggilakuzigi,@indihomecare,mention,0,twitter,,,,IndiHome
xxxknth,@indihome,mention,0,twitter,,,,IndiHome
xxxknth,@bulberriy,mention,0,twitter,,,,IndiHome
nirokami,@indihome,mention,0,twitter,,,,IndiHome
ainavetzie,@indihomecare,mention,0,twitter,,,,IndiHome
kebabjumbosatu,@indihome,mention,0,twitter,,,,IndiHome
kebabjumbosatu,@indihomecare,mention,0,twitter,,,,IndiHome
egyuvin,@kotoneu,mention,0,twitter,,,,IndiHome
indihome,@lvouyi,mention,0,twitter,,,,IndiHome
orchxdia,@indihome,mention,0,twitter,,,,IndiHome
mauvary,@indihome,mention,0,twitter,,,,IndiHome
telkomsel,@abenk1030asy,mention,0,twitter,,,,IndiHome
campuradukdah,@indihome,mention,0,twitter,,,,IndiHome
indihome,@skawngurle,mention,0,twitter,,,,IndiHome
veelingk,@indihome,mention,0,twitter,,,,IndiHome
veelingk,@indihomecare,mention,0,twitter,,,,IndiHome
fernellle,@indihome,mention,0,twitter,,,,IndiHome
jajajajanams,@indihomecare,mention,0,twitter,,,,IndiHome
plumeiria,@indihome,mention,0,twitter,,,,IndiHome
abenk1030asy,@indihome,mention,0,twitter,,,,IndiHome
adhymusaad,@indihome,mention,0,twitter,,,,IndiHome
hokky79,@armuji,mention,0,twitter,,,,IndiHome
ahmadfqr,@indihome,mention,0,twitter,,,,IndiHome
ahmadfqr,@indihomecare,mention,0,twitter,,,,IndiHome
babyborn98,@indihome,mention,0,twitter,,,,IndiHome
babyborn98,@nickolasshp,mention,0,twitter,,,,IndiHome
abenk1030asy,@telkomindonesia,mention,0,twitter,,,,IndiHome
muschsroom,@straangeland,mention,0,twitter,,,,IndiHome
jajajajanams,@orchxdia,mention,0,twitter,,,,IndiHome
kentendang,@indihomecare,mention,0,twitter,,,,IndiHome
adoringkv,@malikzhere,mention,0,twitter,,,,IndiHome
adoringkv,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@cinguiasbun,mention,0,twitter,,,,IndiHome
indihome,@urfvpersonn,mention,0,twitter,,,,IndiHome
littlenzaa,@indihome,mention,0,twitter,,,,IndiHome
indihome,@nickolasshp,mention,0,twitter,,,,IndiHome
indihome,@ddounbeat,mention,0,twitter,,,,IndiHome
skawngurle,@tanyakanrl,mention,0,twitter,,,,IndiHome
gubernurdkj,@horiaomori,mention,0,twitter,,,,IndiHome
gubernurdkj,@apestornyangkut,mention,0,twitter,,,,IndiHome
gubernurdkj,@kr39__,mention,0,twitter,,,,IndiHome
tepantektek,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@salsasibucyn,mention,0,twitter,,,,IndiHome
indihome,@seijuruou,mention,0,twitter,,,,IndiHome
dadikrismatono,@telkomsel,mention,0,twitter,,,,IndiHome
indihome,@bloominsummert,mention,0,twitter,,,,IndiHome
brian_stovia,@indihome,mention,0,twitter,,,,IndiHome
appleeooo,@indihome,mention,0,twitter,,,,IndiHome
indihome,@nanaeooo,mention,0,twitter,,,,IndiHome
indihome,@0xkhairulkh,mention,0,twitter,,,,IndiHome
indihome,@sukron_parang,mention,0,twitter,,,,IndiHome
indihome,@brillian_rio,mention,0,twitter,,,,IndiHome
indihome,@rulkerenselalu,mention,0,twitter,,,,IndiHome
arifnfdl,@indihome,mention,0,twitter,,,,IndiHome
shennyandryani,@indihome,mention,0,twitter,,,,IndiHome
syamsulfirdaus,@indihome,mention,0,twitter,,,,IndiHome
madeinheav3nn,@indihome,mention,0,twitter,,,,IndiHome
indihome,@haezelnutzz,mention,0,twitter,,,,IndiHome
yzonlykt,@indihome,mention,0,twitter,,,,IndiHome
indihome,@yunsitroh2014,mention,0,twitter,,,,IndiHome
grayblanqets,@indihome,mention,0,twitter,,,,IndiHome
indihome,@ririaldi2,mention,0,twitter,,,,IndiHome
azullannd24,@iniminneo,mention,0,twitter,,,,IndiHome
azullannd24,@rizkaharleni,mention,0,twitter,,,,IndiHome
azullannd24,@zrawhee0632,mention,0,twitter,,,,IndiHome
azullannd24,@yuna_lq,mention,0,twitter,,,,IndiHome
indihome,@nandaarsyat,mention,0,twitter,,,,IndiHome
deardht,@dhldanieldhl,mention,0,twitter,,,,IndiHome
nickolasshp,@kerissakti,mention,0,twitter,,,,IndiHome
ssemesta70129,@telkomsel,mention,0,twitter,,,,IndiHome
ssemesta70129,@indihomecare,mention,0,twitter,,,,IndiHome
praisleyshie,@indihome,mention,0,twitter,,,,IndiHome
rohmatfatoni06,@indihome,mention,0,twitter,,,,IndiHome
estfourthh,@indihome,mention,0,twitter,,,,IndiHome
salsasibucyn,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@wavetokitten,mention,0,twitter,,,,IndiHome
indihome,@kleirrss,mention,0,twitter,,,,IndiHome
seijuruou,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@beanie_cokelat,mention,0,twitter,,,,IndiHome
gitskyp,@indihome,mention,0,twitter,,,,IndiHome
indihome,@bukannradi,mention,0,twitter,,,,IndiHome
f1yyan_,@indihome,mention,0,twitter,,,,IndiHome
bloominsummert,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@ziziffz,mention,0,twitter,,,,IndiHome
bukannradi,@indihome,mention,0,twitter,,,,IndiHome
amie08mie,@iniminneo,mention,0,twitter,,,,IndiHome
amie08mie,@ibnu_nugraha28,mention,0,twitter,,,,IndiHome
amie08mie,@kgisanti,mention,0,twitter,,,,IndiHome
amie08mie,@sriombuh,mention,0,twitter,,,,IndiHome
amie08mie,@gembul,mention,0,twitter,,,,IndiHome
apaan__tuh,@indihome,mention,0,twitter,,,,IndiHome
indihome,@godulovers,mention,0,twitter,,,,IndiHome
indihome,@fukingyo0wy,mention,0,twitter,,,,IndiHome
indihome,@suprax125_,mention,0,twitter,,,,IndiHome
xnghanvibes,@indihome,mention,0,twitter,,,,IndiHome
y0ch1ll_,@indihome,mention,0,twitter,,,,IndiHome
karafasaleonard,@indihome,mention,0,twitter,,,,IndiHome
matahariputri,@indihome,mention,0,twitter,,,,IndiHome
majidunhibiniun,@indihome,mention,0,twitter,,,,IndiHome
tokkiteo,@indihome,mention,0,twitter,,,,IndiHome
indihome,@arifnfdl,mention,0,twitter,,,,IndiHome
wri0teshley,@indihomecare,mention,0,twitter,,,,IndiHome
v_inc23,@indihome,mention,0,twitter,,,,IndiHome
nanaeooo,@indihomecare,mention,0,twitter,,,,IndiHome
regaxus1,@indihome,mention,0,twitter,,,,IndiHome
ramdhanadhana,@indihome,mention,0,twitter,,,,IndiHome
ramdhanadhana,@yoojungflames,mention,0,twitter,,,,IndiHome
vievie_salindri,@iniminneo,mention,0,twitter,,,,IndiHome
vievie_salindri,@salindri_25,mention,0,twitter,,,,IndiHome
vievie_salindri,@vievie_salindri,mention,0,twitter,,,,IndiHome
vievie_salindri,@_banyu_biru21,mention,0,twitter,,,,IndiHome
vievie_salindri,@pandawa_lima83,mention,0,twitter,,,,IndiHome
vievie_salindri,@4nakragiel_w1n,mention,0,twitter,,,,IndiHome
vievie_salindri,@naomi_diandra86,mention,0,twitter,,,,IndiHome
sukron_parang,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@mulyasarijaya,mention,0,twitter,,,,IndiHome
tehmelatea,@indihome,mention,0,twitter,,,,IndiHome
sunricest,@indihome,mention,0,twitter,,,,IndiHome
angeleysht,@indihome,mention,0,twitter,,,,IndiHome
brillian_rio,@indihomecare,mention,0,twitter,,,,IndiHome
drawx66,@indihome,mention,0,twitter,,,,IndiHome
abr328,@indihome,mention,0,twitter,,,,IndiHome
4everyoursssss,@indihome,mention,0,twitter,,,,IndiHome
eunribbon,@indihome,mention,0,twitter,,,,IndiHome
indihome,@xndrrr429880,mention,0,twitter,,,,IndiHome
indihome,@hanakaru_,mention,0,twitter,,,,IndiHome
indihome,@abenk1030asy,mention,0,twitter,,,,IndiHome
indihome,@matchagorenkk,mention,0,twitter,,,,IndiHome
indihome,@drawx66,mention,0,twitter,,,,IndiHome
indihome,@yoegae_,mention,0,twitter,,,,IndiHome
outgrowin,@indihome,mention,0,twitter,,,,IndiHome
indihome,@srin__til,mention,0,twitter,,,,IndiHome
faizazharw1,@indihome,mention,0,twitter,,,,IndiHome
yoegae_,@indihome,mention,0,twitter,,,,IndiHome
indihome,@fornnunn,mention,0,twitter,,,,IndiHome
suprax125_,@kemenperinri,mention,0,twitter,,,,IndiHome
indihome,@latteamourz,mention,0,twitter,,,,IndiHome
naomieayam,@kzryx,mention,0,twitter,,,,IndiHome
shennyandryani,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@liss_hee,mention,0,twitter,,,,IndiHome
now_nini,@flllowless,mention,0,twitter,,,,IndiHome
arliethaaf,@indihome,mention,0,twitter,,,,IndiHome
andimukhlis,@indihome,mention,0,twitter,,,,IndiHome
andimukhlis,@oohputri__,mention,0,twitter,,,,IndiHome
indihome,@flllowless,mention,0,twitter,,,,IndiHome
indihome,@monoxrom_,mention,0,twitter,,,,IndiHome
haezelnutzz,@indihomecare,mention,0,twitter,,,,IndiHome
monoxrom_,@indihomecare,mention,0,twitter,,,,IndiHome
liss_hee,@mledugduar,mention,0,twitter,,,,IndiHome
liss_hee,@tanyakanrl,mention,0,twitter,,,,IndiHome
naebyss,@indihome,mention,0,twitter,,,,IndiHome
dayjoyralph,@indihome,mention,0,twitter,,,,IndiHome
flllowless,@honeyphamnj,mention,0,twitter,,,,IndiHome
indihome,@choittos,mention,0,twitter,,,,IndiHome
ardasvaldr,@indihome,mention,0,twitter,,,,IndiHome
prelovedseep,@indihomecare,mention,0,twitter,,,,IndiHome
wonnnwo,@indihomecare,mention,0,twitter,,,,IndiHome
wonnnwo,@indihome,mention,0,twitter,,,,IndiHome
pagidanpetang,@indihome,mention,0,twitter,,,,IndiHome
pagidanpetang,@cceruiean,mention,0,twitter,,,,IndiHome
ibnu_nugraha28,@iniminneo,mention,0,twitter,,,,IndiHome
ibnu_nugraha28,@rizkyarum92,mention,0,twitter,,,,IndiHome
ibnu_nugraha28,@rizarin_anugrah,mention,0,twitter,,,,IndiHome
ibnu_nugraha28,@dyh81parna,mention,0,twitter,,,,IndiHome
g0atooru,@indihome,mention,0,twitter,,,,IndiHome
rezaviour,@kerissakti,mention,0,twitter,,,,IndiHome
wrongnothere,@indihome,mention,0,twitter,,,,IndiHome
indihome,@sugarfreematcha,mention,0,twitter,,,,IndiHome
angeleysht,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@bleubei,mention,0,twitter,,,,IndiHome
indihome,@ferryandka,mention,0,twitter,,,,IndiHome
aniblogsan52394,@indihome,mention,0,twitter,,,,IndiHome
maulidhannasir6,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@frz_nnda,mention,0,twitter,,,,IndiHome
frz_nnda,@indihome,mention,0,twitter,,,,IndiHome
frz_nnda,@indihomecare,mention,0,twitter,,,,IndiHome
voo7an,@indihome,mention,0,twitter,,,,IndiHome
indihome,@bulberriy,mention,0,twitter,,,,IndiHome
singroso69,@deardht,mention,0,twitter,,,,IndiHome
singroso69,@indihome,mention,0,twitter,,,,IndiHome
deardht,@singroso69,mention,0,twitter,,,,IndiHome
hvydrated,@indihome,mention,0,twitter,,,,IndiHome
ferisadnt,@indihome,mention,0,twitter,,,,IndiHome
indihome,@zhaoyun567329,mention,0,twitter,,,,IndiHome
jokitugasz,@indihome,mention,0,twitter,,,,IndiHome
aiggnaa,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@kikiadnankarim,mention,0,twitter,,,,IndiHome
indihome,@pagidanpetang,mention,0,twitter,,,,IndiHome
deardht,@indihomecare,mention,0,twitter,,,,IndiHome
xndrrr429880,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@cristianorg7,mention,0,twitter,,,,IndiHome
fikaamalia_,@indihome,mention,0,twitter,,,,IndiHome
ernesernesto,@kerissakti,mention,0,twitter,,,,IndiHome
indihome,@fikaamalia_,mention,0,twitter,,,,IndiHome
fornnunn,@indihome,mention,0,twitter,,,,IndiHome
appleeooo,@mrschan_park,mention,0,twitter,,,,IndiHome
alfianfadli,@indihome,mention,0,twitter,,,,IndiHome
fikaamalia_,@indihomecare,mention,0,twitter,,,,IndiHome
otureii,@indihome,mention,0,twitter,,,,IndiHome
mabidzar176,@indihome,mention,0,twitter,,,,IndiHome
indihome,@jan_ichal,mention,0,twitter,,,,IndiHome
indihome,@sanomayes,mention,0,twitter,,,,IndiHome
raaayey,@indihomecare,mention,0,twitter,,,,IndiHome
indihome,@nukasep_rachman,mention,0,twitter,,,,IndiHome
kendewizfo,@indihomecare,mention,0,twitter,,,,IndiHome
sanomayes,@indihome,mention,0,twitter,,,,IndiHome
indihome,@destroyer1555,mention,0,twitter,,,,IndiHome
ryucreativework,@indihomecare,mention,0,twitter,,,,IndiHome
xycrmy,@indihome,mention,0,twitter,,,,IndiHome
hmbhay,@indihome,mention,0,twitter,,,,IndiHome
what5popping,@indihome,mention,0,twitter,,,,IndiHome
loropinana,@indihomecare,mention,0,twitter,,,,IndiHome
aeratmeca,@indihome,mention,0,twitter,,,,IndiHome
ferryandka,@kerissakti,mention,0,twitter,,,,IndiHome
restianare,@indihomecare,mention,0,twitter,,,,IndiHome
aniblogsan52394,@shojoakh,mention,0,twitter,,,,IndiHome
aniblogsan52394,@kerissakti,mention,0,twitter,,,,IndiHome
doelbede,@indihome,mention,0,twitter,,,,IndiHome
indihome,@deyrsd,mention,0,twitter,,,,IndiHome
heinzrickcho,@indihomecare,mention,0,twitter,,,,IndiHome
karafasaleonard,@indihomecare,mention,0,twitter,,,,IndiHome
aishwabaha2022,@iniminneo,mention,0,twitter,,,,IndiHome
aishwabaha2022,@ittaqillah_,mention,0,twitter,,,,IndiHome
aishwabaha2022,@raniyuningsih96,mention,0,twitter,,,,IndiHome
aishwabaha2022,@bapakenduk12,mention,0,twitter,,,,IndiHome
doriyya,@indihome,mention,0,twitter,,,,IndiHome
bahroni_21,@informnts,mention,0,twitter,,,,IndiHome
basowawansaput1,@indihome,mention,0,twitter,,,,IndiHome
telkomsel,@cherryyaaa0808,mention,0,twitter,,,,IndiHome
telkomsel,@adaaaaamumumu,mention,0,twitter,,,,IndiHome
cherryyaaa0808,@adaaaaamumumu,mention,0,twitter,,,,IndiHome
cherryyaaa0808,@telkomsel,mention,0,twitter,,,,IndiHome
aksajiwa,@indihome,mention,0,twitter,,,,IndiHome
eric91946138084,@indihome,mention,0,twitter,,,,IndiHome
shinsalabimm,@indihome,mention,0,twitter,,,,IndiHome
yagadigi,@iniminneo,mention,0,twitter,,,,IndiHome
yagadigi,@anakramze,mention,0,twitter,,,,IndiHome
yagadigi,@ekanandaar,mention,0,twitter,,,,IndiHome
yagadigi,@intanags,mention,0,twitter,,,,IndiHome
chrisinno,@indihome,mention,0,twitter,,,,IndiHome
indi45wawan,@indihome,mention,0,twitter,,,,IndiHome
indihome,@ggisle_e,mention,0,twitter,,,,IndiHome
reclaimerzstore,@indihomecare,mention,0,twitter,,,,IndiHome
laynlaviene,@indihome,mention,0,twitter,,,,IndiHome
muhalief447420,@skuuknnsy,mention,0,twitter,,,,IndiHome
pvpmkin,@dw_gre,mention,0,twitter,,,,IndiHome
pvpmkin,@indihome,mention,0,twitter,,,,IndiHome
txrquooiise,@indihome,mention,0,twitter,,,,IndiHome
deaerestvk,@indihome,mention,0,twitter,,,,IndiHome
kthyoongii,@indihomecare,mention,0,twitter,,,,IndiHome
heyyoitsmyself,@indihomecare,mention,0,twitter,,,,IndiHome
cookysbean,@indihome,mention,0,twitter,,,,IndiHome
